rank,id,name,number,dna_value,rarity_score,status
1625,23b6479beee683c70554db0c363a3f677de34d50ac3d1ee7f535fc6b0e27977ai3,OrdiMutants #315,315.0,Gen 1,176.15246877364095,common
1626,fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di1,OrdiMutants #3910,3910.0,Gen 1,176.14800769241452,common
1627,9a9c4540042eeb1ea1f438e020f485fed91f094979e6c40276fd22b07eedaf6bi2,OrdiMutants #3437,3437.0,Gen 1,176.13837802499037,common
1628,d677278448aef01287c3cc56f5644b7e61a021df650abc4b3b9b5b99e882f5d6i6,OrdiMutants #2794,2794.0,Gen 1,176.1105551282626,common
1629,bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i8,OrdiMutants #2536,2536.0,Gen 1,176.0563315477772,common
1630,6f2460d872d5658a749696323cd4f53d9e456e3b14c7f712b5cab21fe9baf9a0i1,OrdiMutants #2721,2721.0,Gen 1,176.01522157036143,common
1631,7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i6,OrdiMutants #2697,2697.0,Gen 1,175.91126316624403,common
1632,56a9ad2845838462ee4c80a8c5aaccd1a572726c6d487204ac39103d63680d4ei0,OrdiMutants #2300,2300.0,Gen 1,175.7985539326163,common
1633,19458c0c3182cfa71ed35aa1a377151a304d2805a894153faf4cb4be62a41d60i1,OrdiMutants #390,390.0,Gen 1,175.76603280645233,common
1634,4c62d51b7e331c0b9f83b1c30384a3a5181718971de2a1c9b8a4fff74e168151i0,OrdiMutants #1217,1217.0,Gen 1,175.73392419604687,common
1635,5780f0c80bc54238bfe0ae3446923aab9117f9fdb72a025c0bef8421cb38d0a9i0,OrdiMutants #4007,4007.0,Gen 1,175.69189371219775,common
1636,714f4d970facc6db69444575c35c423cb5b5300ba9e39f7320e48f7cfcb64ca8i3,OrdiMutants #3747,3747.0,Gen 1,175.5908422978145,common
1637,8aa68825c346a973662694ee25f5c764bdbd42422b474a83670838ac3264ed92i1,OrdiMutants #2871,2871.0,Gen 1,175.56005748471043,common
1638,cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i0,OrdiMutants #3268,3268.0,Gen 1,175.537206951192,common
1639,5557950fac14b970f9bcb11d653c00a887b4050e8a7ce3957515f20e2a1f98fei4,OrdiMutants #3232,3232.0,Gen 1,175.21139852747447,common
1640,8e13b9a8d64d3b8e434e53a16481d1fb49d495530db01231c000d93aff72f13fi2,OrdiMutants #4284,4284.0,Gen 1,175.15737073612266,common
1641,4960bc567fef30e1376579078ec2d85da28daf74f75b680485b354319e943b65i1,OrdiMutants #704,704.0,Gen 1,174.99561005953967,common
1642,b034ea491f0c69b5e8170150bfac46bd371091efbd08035b32a20a5035a592b2i0,OrdiMutants #2963,2963.0,Gen 1,174.8581480804472,common
1643,7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i5,OrdiMutants #2712,2712.0,Gen 1,174.8117198885226,common
1644,eecd72b9f6df3dd91107585651072f6627dab3eabec7da18fca904295ca7f1a4i4,OrdiMutants #1606,1606.0,Gen 1,174.803854688188,common
1645,3bcb15e8fb04689eed6cf78b29bb5c80d0fd7ea85442becf6d760cc3c2fded77i5,OrdiMutants #3217,3217.0,Gen 1,174.7961961633516,common
1646,65817313995993dc44febed614869a8367b45327ab3d3343bc55e75a552cffdci0,OrdiMutants #2391,2391.0,Gen 1,174.7098748117867,common
1647,a89bca012e62582c68df2ee58e50fdd35b4704624bc5dd7a9d09a7fa92652881i0,OrdiMutants #3330,3330.0,Gen 1,174.70584672061074,common
1648,c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i3,OrdiMutants #3258,3258.0,Gen 1,174.69011994555015,common
1649,56a9ad2845838462ee4c80a8c5aaccd1a572726c6d487204ac39103d63680d4ei1,OrdiMutants #1116,1116.0,Gen 1,174.64828255020055,common
1650,065dca1fcdf0d879ffd5eae246fc4276c709137ca3868430e5a2584e24ba72e2i7,OrdiMutants #2094,2094.0,Gen 1,174.52023627507498,common
1651,f569365528bbf498053883ebb09c4b7ffc43e457f8bc7aa6b509b96fb8d5ca23i1,OrdiMutants #102,102.0,Gen 1,174.50711790791033,common
1652,1fd41d9b8e3094a21ef8e6a8e98f8ef74d799655a70f0ddf565a9de4a84185b1i1,OrdiMutants #372,372.0,Gen 1,174.42896581658454,common
1653,52ddd3bb2d1c1979eb57db404aff99e3096573f75b9f4697112d0ad463a696cfi0,OrdiMutants #3639,3639.0,Gen 1,174.3646884560056,common
1654,42ba13b8e933f9e4cb280d0af0f7f81c8cb15264c2e433afc9255837125f7d2fi2,OrdiMutants #985,985.0,Gen 1,174.3265843701133,common
1655,8cc932b1949a87130c55de23f7fc9bead64c91b5687e508f6118c4136f640e51i0,OrdiMutants #946,946.0,Gen 1,174.30565533362838,common
1656,b156cffcf147b2e839bab6b0999706c4f58fe5b09edfed412b332662ab98d30ci2,OrdiMutants #1898,1898.0,Gen 1,174.18022726756007,common
1657,a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i5,OrdiMutants #3741,3741.0,Gen 1,174.17877518302987,common
1658,8d90e7549dfb5d8828f5dcf27cf1d1c0ad081b682cba7e2c083a41a62a539695i7,OrdiMutants #1017,1017.0,Gen 1,174.15251291887796,common
1659,619e1911ebc96b2ebffdfe3c0a90bbc4cbebf92fae39f0910a41aef2bbf4ead1i0,OrdiMutants #141,141.0,Gen 1,174.1233514858002,common
1660,10b7d31f296d74cf284736b324b6891a19ddc56ee4c5aaabb68370404fd9b048i0,OrdiMutants #3642,3642.0,Gen 1,174.1210810315437,common
1661,78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i2,OrdiMutants #3415,3415.0,Gen 1,174.08857664372132,common
1662,f569365528bbf498053883ebb09c4b7ffc43e457f8bc7aa6b509b96fb8d5ca23i0,OrdiMutants #26,26.0,Gen 1,174.08302123893148,common
1663,991ffc7dfde0e2443fb5eb40c6c26e1991a6d4960975cbb663ec816146fa8a42i0,OrdiMutants #3173,3173.0,Gen 1,174.0703905584403,common
1664,95f87955b34bf0b27fc6ec3a9beac54ad2ce33c19cc9dedac3f4c649cde42692i1,OrdiMutants #3897,3897.0,Gen 1,174.05098163576747,common
1665,2ccab87d0b3cf16eb49cbf11826bb786a33e2ccf0fd5b8f636b3069bbf92c192i1,OrdiMutants #188,188.0,Gen 1,174.03573024715658,common
1666,be13ce19f3b16b3461eba0371389b754e07da636c8b7c3c05bc5eb42dcfb4ed9i2,OrdiMutants #593,593.0,Gen 1,174.0344922593816,common
1667,9f308fc0986d60a4b53902e7e166743f1bfe1edcbb8f655b98b5b4e72853d482i7,OrdiMutants #1689,1689.0,Gen 1,174.0235371116897,common
1668,2ad4497251e73510ae262425e99de91c607b939bee78ceca7e53b57040075a4ei2,OrdiMutants #1195,1195.0,Gen 1,173.97370628066437,common
1669,b38f795dd1c5cb4c9f46023f0382e3c83bbbb49d961ae344c8777cd08d6ae5cbi5,OrdiMutants #148,148.0,Gen 1,173.9654237032548,common
1670,d677278448aef01287c3cc56f5644b7e61a021df650abc4b3b9b5b99e882f5d6i5,OrdiMutants #1091,1091.0,Gen 1,173.85678278888855,common
1671,758f017ccb48d6b6754701f2cb5e64a94fad922f268066a6b4d70ac428845ce8i0,OrdiMutants #1126,1126.0,Gen 1,173.76542672178866,common
1672,8cd95ab1f673512007d464f3a2467dd19d52ab58321c386e1dd999259ad10fcci5,OrdiMutants #3260,3260.0,Gen 1,173.74495250205902,common
1673,624595abdb4bf6f5bea056201110177229de9a4113ac5dce7a5c99f09ab762a5i0,OrdiMutants #2861,2861.0,Gen 1,173.67544904392318,common
1674,2bf3fc9018799eceb3d6be6be3c3a68c6352f7c70cf75dff62e832745a95b307i3,OrdiMutants #2323,2323.0,Gen 1,173.64993325060743,common
1675,fbaf930f8312c00ae908a55d38cfbe07c48bdf7ed09992637e0fc52be75bbc93i7,OrdiMutants #1072,1072.0,Gen 1,173.58749829566509,common
1676,4705065f0592e514e6e6a22e525873db65e640ef68462599871c8bf5121df30ei2,OrdiMutants #1543,1543.0,Gen 1,173.56305862698514,common
1677,d43a63c0a505b67b9e94f1ca3e2af22138bb50ebf4aa75a338f73a7566b31b18i0,OrdiMutants #2556,2556.0,Gen 1,173.4208858993304,common
1678,f9fb9890f027caae23e47064de536dd747640cb143883344c6fc38b2ae07fccfi0,OrdiMutants #2540,2540.0,Gen 1,173.4200129780909,common
1679,d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci4,OrdiMutants #473,473.0,Gen 1,173.40462098995823,common
1680,b85795ab1e1cb604ab5a479e6c970290a478b134db71dce91884febb7791ff2ci1,OrdiMutants #2555,2555.0,Gen 1,173.30428045066486,common
1681,60c2a3bb8a76115cbb8b8c37f5d51d62fc3af702c5ed123f688a5eb128215ea0i0,OrdiMutants #1074,1074.0,Gen 1,173.27415137516817,common
1682,6aa4e5d9afcf5053b27e12ba92b995d6e3122c86238b2d3b9be22ae440168ab8i0,OrdiMutants #2576,2576.0,Gen 1,173.2733126586304,common
1683,dc4b70dcb7f50e3a7bde8f338a704abfc4c2f9f25fc63f300cdb4c3050feb646i0,OrdiMutants #624,624.0,Gen 1,173.19902301463782,common
1684,fd2d30e0f0b6a69b4d14db1e543996203d1a672cf8c2d782d28518f2e28095e2i6,OrdiMutants #2903,2903.0,Gen 1,173.1819504725948,common
1685,d9c65a1fb4aee6bac71be3c21abc6e64cd270378e57306104212bdd82cb07839i1,OrdiMutants #2274,2274.0,Gen 1,173.07514485892725,common
1686,86f0e79694bdbbeb6484ce6fc5e666ff30fe5ced3f697184e5e314d7ae5eaa70i1,OrdiMutants #121,121.0,Gen 1,173.0353239471318,common
1687,e33bf4508f9e36f41957a0768d94c596b4f348ffddbed7ec81475f1829016e3ei1,OrdiMutants #41,41.0,Gen 1,172.98045565501218,common
1688,916a7c4fa025b2485fbc6485155c8a39b1b0e1ff786209970a05c88d20382531i0,OrdiMutants #1720,1720.0,Gen 1,172.9759197907585,common
1689,be13ce19f3b16b3461eba0371389b754e07da636c8b7c3c05bc5eb42dcfb4ed9i1,OrdiMutants #1389,1389.0,Gen 1,172.96335641924836,common
1690,24341949f5d1dab23e6db70bded095a06857e04d7b71a8079ab6e0a8671cce36i4,OrdiMutants #2842,2842.0,Gen 1,172.93470787277238,common
1691,9e13e7bf72ae4d6c68317fc2a86b188e7799534a561bf106faaffb6aee97d8e0i0,OrdiMutants #3719,3719.0,Gen 1,172.83128422511987,common
1692,9a9c4540042eeb1ea1f438e020f485fed91f094979e6c40276fd22b07eedaf6bi4,OrdiMutants #725,725.0,Gen 1,172.8211660154121,common
1693,8cd95ab1f673512007d464f3a2467dd19d52ab58321c386e1dd999259ad10fcci8,OrdiMutants #983,983.0,Gen 1,172.81932556061588,common
1694,cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i6,OrdiMutants #1063,1063.0,Gen 1,172.69176646400308,common
1695,c8b7e54186bad6653888439f91dfbd3cffb908cf1b64e9c6f96c4ca8211a52d4i1,OrdiMutants #688,688.0,Gen 1,172.68800820307547,common
1696,fbaf930f8312c00ae908a55d38cfbe07c48bdf7ed09992637e0fc52be75bbc93i6,OrdiMutants #2830,2830.0,Gen 1,172.65328201894627,common
1697,0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i6,OrdiMutants #1801,1801.0,Gen 1,172.58405061710232,common
1698,86a1ad95b327243361f11236a6a20ce6fe52679f16bcefeb60614096a9335c83i6,OrdiMutants #2591,2591.0,Gen 1,172.5617388045379,common
1699,3a12cb4a7cc29699244e00e9dbfcc222dc113222210e95a2b2865058ea4c7895i2,OrdiMutants #615,615.0,Gen 1,172.33166968358157,common
1700,f51a8549a4e01cf2a6939f9f24e1d12437c13cabc4fe1662cc00d13bb62b8f8fi0,OrdiMutants #3579,3579.0,Gen 1,172.2032143543123,common
1701,7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i5,OrdiMutants #941,941.0,Gen 1,172.16795176458692,common
1702,1af149b4fdae1b9472fb3d86c5a24c5087f2876adfb6a7d82185cc59b66ac341i4,OrdiMutants #2919,2919.0,Gen 1,172.16575816277248,common
1703,faca4a368c281e7a0ad855a8c7992b215d2687f80132b559fbed4e92edc2e763i2,OrdiMutants #2678,2678.0,Gen 1,172.12123867824457,common
1704,d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci2,OrdiMutants #2471,2471.0,Gen 1,172.0558676544859,common
1705,0b8a252f1baca637f8c91d971f0a2800cf8f6b816f8598d2347754c12be8c271i0,OrdiMutants #2855,2855.0,Gen 1,171.97734074682205,common
1706,eecd72b9f6df3dd91107585651072f6627dab3eabec7da18fca904295ca7f1a4i6,OrdiMutants #2324,2324.0,Gen 1,171.8763565497336,common
1707,e145682bafc7089c1b4ff5e931564bb8ba19596d5a07f8e66694181df7af91b9i1,OrdiMutants #1723,1723.0,Gen 1,171.67991694707237,common
1708,eb22ea47868c8022da6a36abb442b450b49062206a7907db726889c584292a18i5,OrdiMutants #796,796.0,Gen 1,171.6771954642657,common
1709,6d6b8430f42bb8ae0c310075bbba784292f6df8317bfd516372f5ecb95f6aa72i5,OrdiMutants #2691,2691.0,Gen 1,171.60534188162688,common
1710,d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci3,OrdiMutants #2669,2669.0,Gen 1,171.4895832692785,common
1711,44f1773fd77231c0ff32e412ab376f295762eb6f3a19672e3565079f6904cc2di1,OrdiMutants #1507,1507.0,Gen 1,171.4441369512257,common
1712,ffeff8c1beaa4494fbd00845ef423dde2300c06ccbc9a4d5a84baba8d6b9bdb8i2,OrdiMutants #101,101.0,Gen 1,171.39194081490925,common
1713,b034ea491f0c69b5e8170150bfac46bd371091efbd08035b32a20a5035a592b2i7,OrdiMutants #3114,3114.0,Gen 1,171.22719415910603,common
1714,fca2fe6405b7e807562a0077796612974780e443831097b38dc002c85c805210i2,OrdiMutants #14,14.0,Gen 1,171.04117381189656,common
1715,d87e7f218f800c348bf83075abc06546eb3b060953957788c1a1b1b9ff23f6d1i7,OrdiMutants #2309,2309.0,Gen 1,171.0391692688927,common
1716,28fb4c434b2f98ff45c655958aa14a1923264ed0a09c3a80dc1205a155b9e306i4,OrdiMutants #4258,4258.0,Gen 1,171.0196640884741,common
1717,66751337af532fd372895f15b1e7132e039765bdb1aacf817e15d73c3d205020i0,OrdiMutants #3325,3325.0,Gen 1,170.92247065546496,common
1718,04fe5d3b54bda5af7f7771497bdf4bc57aebbcd89dbd13c0951adb7df3822ca9i2,OrdiMutants #2946,2946.0,Gen 1,170.90305182368309,common
1719,144151d5ee94ee859a2615932cdc0bb8c50d1556787fc26e3f7b7d119d689cfdi1,OrdiMutants #3671,3671.0,Gen 1,170.79473246611417,common
1720,2bf3fc9018799eceb3d6be6be3c3a68c6352f7c70cf75dff62e832745a95b307i0,OrdiMutants #1728,1728.0,Gen 1,170.7482619887791,common
1721,b1ddf9d509ec61f6f881f28ac9e0349164ed93a9c9d23843ff7a68e3c66c2a39i1,OrdiMutants #1309,1309.0,Gen 1,170.59956514009414,common
1722,30929b6e348f63a97d9fcae21740f0c042d18aaa1ec9975969a33b279e880a35i5,OrdiMutants #2003,2003.0,Gen 1,170.5200719839384,common
1723,0f5d2529266788ba0da843315711842801c2a5a68002ebe8a1f79f6bf447fa8ci0,OrdiMutants #585,585.0,Gen 1,170.4623263265328,common
1724,5557950fac14b970f9bcb11d653c00a887b4050e8a7ce3957515f20e2a1f98fei3,OrdiMutants #2719,2719.0,Gen 1,170.41540771226326,common
1725,ba37f7fc7fe77eb25516f62b48d14e005241873ced747294aa56425e92ac6656i2,OrdiMutants #4268,4268.0,Gen 1,170.38530931721652,common
1726,774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci3,OrdiMutants #2438,2438.0,Gen 1,170.37379856712622,common
1727,f9fb9890f027caae23e47064de536dd747640cb143883344c6fc38b2ae07fccfi4,OrdiMutants #2430,2430.0,Gen 1,170.1205443760072,common
1728,d87e7f218f800c348bf83075abc06546eb3b060953957788c1a1b1b9ff23f6d1i0,OrdiMutants #3647,3647.0,Gen 1,170.10156570695216,common
1729,21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di5,OrdiMutants #2416,2416.0,Gen 1,170.10010513911996,common
1730,eecd72b9f6df3dd91107585651072f6627dab3eabec7da18fca904295ca7f1a4i2,OrdiMutants #2242,2242.0,Gen 1,170.06489920641368,common
1731,80dda00e6b26dcfd3c671f65bd28a884df8cdae2f55cbf1ff5c9aed93d47210bi4,OrdiMutants #3989,3989.0,Gen 1,170.0060663536439,common
1732,0f1cb2271372cf0abdb08942a5d795ade4a716ff9de41a29230aa9a4e97d25fci0,OrdiMutants #3036,3036.0,Gen 1,169.99924273402945,common
1733,28fb4c434b2f98ff45c655958aa14a1923264ed0a09c3a80dc1205a155b9e306i0,OrdiMutants #2743,2743.0,Gen 1,169.96939220733972,common
1734,16d9b86456be4a610ba22076209f194d60ad9db3b9de39b2feb8bb4045ed46bdi0,OrdiMutants #1207,1207.0,Gen 1,169.89376890169848,common
1735,bd59b297a22a5774401b5827ee3f40f766cd02a334646e28f2b2b95a9e03be6ei2,OrdiMutants #1631,1631.0,Gen 1,169.73205121738846,common
1736,0e1e511f4beb01ecd32d59c7ea6d9419b9e1a55d1ec4846ed8a8246196cbfa61i1,OrdiMutants #1059,1059.0,Gen 1,169.71857286238762,common
1737,52b5a1488fbe62f0138407a574bcc29a19dff15d0a7fb7b251cd9dfc5d257a20i7,OrdiMutants #1098,1098.0,Gen 1,169.66217248810818,common
1738,5780f0c80bc54238bfe0ae3446923aab9117f9fdb72a025c0bef8421cb38d0a9i2,OrdiMutants #2255,2255.0,Gen 1,169.64062487473188,common
1739,2dc5e4615507b7dd3762eb2cc885766e5dd5e4c1d559dd6e0de54d086aa11b37i0,OrdiMutants #1129,1129.0,Gen 1,169.62592902226237,common
1740,84bf659ccaa8b6ec32e505bfca0e7a2cd70871b1a501626ab28ca1436353b74bi4,OrdiMutants #2980,2980.0,Gen 1,169.44119041379673,common
1741,9bd3fe1ef74a092443ebf4d28b4b210f44facd2fd5ebd3ab7d952ca1fae721a4i5,OrdiMutants #2461,2461.0,Gen 1,169.3346534450947,common
1742,79b89c23817f80a744f323b2444c6249f01c9538b9108aa39bdde601c337a0f1i0,OrdiMutants #2988,2988.0,Gen 1,169.2608600250829,common
1743,f00d15a687b016e4c5c9d45f60fa962c9afb0cbe3efbbf7c40d92f7c758403cai5,OrdiMutants #679,679.0,Gen 1,169.25309005473937,common
1744,fd9470a94aa0f5c9763e6f9ed89cfa90e7e4c8a426edd9758046e942dcc8a636i0,OrdiMutants #685,685.0,Gen 1,169.22994790155272,common
1745,d80ee30f2fc1e7f61cc12169bb7c797134dfadc220a0f909d1cd4d81eb081b61i7,OrdiMutants #1321,1321.0,Gen 1,169.05960161301363,common
1746,a89bca012e62582c68df2ee58e50fdd35b4704624bc5dd7a9d09a7fa92652881i3,OrdiMutants #1576,1576.0,Gen 1,168.94778746479318,common
1747,5679dc03fa7df2d35c872ff497d3e1b8ad436dc061468a13e71d015ded2a1191i5,OrdiMutants #30,30.0,Gen 1,168.92783550353144,common
1748,49bdcb91f23312dfa63d5e508f5333ff58cf6501e57cbadf7e8cfefc5a1eb35ai6,OrdiMutants #3097,3097.0,Gen 1,168.63062102632904,common
1749,a6c0c1871b525bd3f3b2c4a794c14c64781a475cc15ffb6d0abab5515c8d7e92i0,OrdiMutants #1459,1459.0,Gen 1,168.51308778981286,common
1750,fd2841425df544d50edebc7448731cd1cefd333ae675c134e8c2eed3e4838e54i2,OrdiMutants #471,471.0,Gen 1,168.508999713541,common
1751,3bb1d18449615644ca0cd703de814ecfc2e579f1d1c342bdbe6d029d1f86a330i0,OrdiMutants #625,625.0,Gen 1,168.43883554332632,common
1752,4b236f9813b60a7f5341cadb4f1236907a730c4999b2b90edc4553702d46a787i3,OrdiMutants #3221,3221.0,Gen 1,168.42266428729448,common
1753,740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi5,OrdiMutants #4218,4218.0,Gen 1,168.27825529324272,common
1754,ab479cd10d10e5dbe8fa49ef74d9963c7fd95d2d7db9ac62a0dd938947a8e23di3,OrdiMutants #1513,1513.0,Gen 1,168.22658500682397,common
1755,3a12cb4a7cc29699244e00e9dbfcc222dc113222210e95a2b2865058ea4c7895i0,OrdiMutants #3899,3899.0,Gen 1,168.17537419736772,common
1756,b5b127117c5c10b574aaa0c188728011706c625c0398ced5e3d92bbc3c8f53b8i2,OrdiMutants #2835,2835.0,Gen 1,168.13411682558785,common
1757,8cd95ab1f673512007d464f3a2467dd19d52ab58321c386e1dd999259ad10fcci0,OrdiMutants #1653,1653.0,Gen 1,168.07926348224356,common
1758,e163d51b6d995c72246c8bc5448689c7258d33b03cacebef2f9b235ba60a6a90i0,OrdiMutants #476,476.0,Gen 1,167.9848268241847,common
1759,7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi4,OrdiMutants #1001,1001.0,Gen 1,167.9794522691326,common
1760,86a1ad95b327243361f11236a6a20ce6fe52679f16bcefeb60614096a9335c83i7,OrdiMutants #2396,2396.0,Gen 1,167.86134374792593,common
1761,28fb4c434b2f98ff45c655958aa14a1923264ed0a09c3a80dc1205a155b9e306i3,OrdiMutants #2129,2129.0,Gen 1,167.80506469878142,common
1762,62a8f07cade37094e7935a43e04fd20ea92645036de28a1639323794ea3d9018i0,OrdiMutants #3512,3512.0,Gen 1,167.7994898005815,common
1763,abf95474aa3e3072fc4688d84c1cdaad07bf872f5ffa60ebf11262b001604d0ai0,OrdiMutants #3836,3836.0,Gen 1,167.76663345850426,common
1764,2183b397abd215aaef4fc109a6a1e72e5cbe9258b3001c09f4e56474bcc93807i6,OrdiMutants #4024,4024.0,Gen 1,167.7523070752743,common
1765,2d8c28301e8b99c54520f13e8663e157a29f4d6ba08a81bbd1c29d59d3058cf2i1,OrdiMutants #2671,2671.0,Gen 1,167.51643968239435,common
1766,2507c51d7e77cc872e5660e66d33638ffa0fc22782adaca81c553b5d1fd27b83i0,OrdiMutants #2279,2279.0,Gen 1,167.50465018032412,common
1767,799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai2,OrdiMutants #3677,3677.0,Gen 1,167.39005376054064,common
1768,6f2460d872d5658a749696323cd4f53d9e456e3b14c7f712b5cab21fe9baf9a0i2,OrdiMutants #1164,1164.0,Gen 1,167.38658703314644,common
1769,faca4a368c281e7a0ad855a8c7992b215d2687f80132b559fbed4e92edc2e763i3,OrdiMutants #3746,3746.0,Gen 1,167.30261784721324,common
1770,68d6def075df9e86fa47460253a8722d44b558954dfd3da4d8d186e746711a1bi0,OrdiMutants #2553,2553.0,Gen 1,167.29521702826673,common
1771,ca7106c2266e2d25fd8e22d50034d261f6cc9e519206521736bf2fd88b1832dai5,OrdiMutants #2278,2278.0,Gen 1,167.2528112336074,common
1772,d545ab3a97a54a5e8a1798c507a377a06b5810e9e01b7566e03baf20b90894a7i1,OrdiMutants #2870,2870.0,Gen 1,167.22537719225937,common
1773,ee3f6e692b928b26408a546b35164f5a0ae21fd9a52b6e27092ed6f98e03f8b1i1,OrdiMutants #535,535.0,Gen 1,167.20244011558603,common
1774,6ad60b397a5cbb93d0ab9961098e1794dfccf6195e33a87ad63e9e7ac923aaffi1,OrdiMutants #45,45.0,Gen 1,167.20055176775554,common
1775,d05fa04ad0aabcdeef6ef18108b52509f3088ee6fa5341a07e00cec0de0b020di0,OrdiMutants #1264,1264.0,Gen 1,167.09213382577178,common
1776,7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi2,OrdiMutants #139,139.0,Gen 1,167.0897010553454,common
1777,fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di5,OrdiMutants #3200,3200.0,Gen 1,167.06357996841868,common
1778,1f67e2dab1f4bc9e714adaba23aee3986c4261352507f8f927eaf8f2ec2386e2i1,OrdiMutants #481,481.0,Gen 1,166.98875459968804,common
1779,fd5d521be0005d359bcf656081d4a926385db3147b78ce00591107839dfa8604i3,OrdiMutants #4220,4220.0,Gen 1,166.97258325681187,common
1780,c5fc8d175a408fd988385acc09b740779d88fb2a9e6511defb304d8005a72084i1,OrdiMutants #607,607.0,Gen 1,166.97250565963296,common
1781,e901f1d1019ed8291865527c06f549a7bb09ae25b50ef4097b2a6d44c84efb9ci1,OrdiMutants #7,7.0,Gen 1,166.88787104431526,common
1782,aa44ef0f21e27111b8bc9e5d519622cf25e1d00b00d2c73db9257cbe18d4355ci5,OrdiMutants #2724,2724.0,Gen 1,166.8876655426292,common
1783,b156cffcf147b2e839bab6b0999706c4f58fe5b09edfed412b332662ab98d30ci3,OrdiMutants #1067,1067.0,Gen 1,166.8540407534995,common
1784,a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i7,OrdiMutants #2679,2679.0,Gen 1,166.8394881598441,common
1785,71093c4b22cbf8d1f924df454a3f6df4460f173da78ac76590eb707ad1395ebci3,OrdiMutants #932,932.0,Gen 1,166.83787806695568,common
1786,765e1418a4821d7640b26106359f9024e0b1d7a8b9d7fb0a3913d21b9316260ai1,OrdiMutants #2945,2945.0,Gen 1,166.83067612932874,common
1787,71c394e76ee297e93dca0a9314e32bc2d069190634e4ef74379823a68b033c83i1,OrdiMutants #433,433.0,Gen 1,166.7394892338075,common
1788,e4cbbe57ec4f49ce2d9c1cbd60b0b6f8ffc63d6036092d3595bff8bb2caa8927i2,OrdiMutants #1715,1715.0,Gen 1,166.68973337733422,common
1789,5679dc03fa7df2d35c872ff497d3e1b8ad436dc061468a13e71d015ded2a1191i0,OrdiMutants #2798,2798.0,Gen 1,166.6215106282364,common
1790,2aeee06f1e2c8f4846bb0cab5145bf81b79cbda4be1771441620331d11382761i1,OrdiMutants #598,598.0,Gen 1,166.59556909944834,common
1791,ea70bc126895111d15256e687fe37c9896d6c4cc2767d0e79a864ac86d4262d2i6,OrdiMutants #244,244.0,Gen 1,166.51740850606893,common
1792,768175c1b6db0bb8e8aa4cc230f70930ee8f4bf666fb5d4b6f5a0d0f0e13d992i0,OrdiMutants #449,449.0,Gen 1,166.50934811886597,common
1793,28c8ff91ad725a582eb365a79d3cee55b12689b4efb14cd1ae772a9e98923d5ei1,OrdiMutants #4087,4087.0,Gen 1,166.49807069985889,common
1794,33b012b27c238ad810aad4949c8e7dcaf530bf1ab9ada96264d7ee8ebca8e7dbi7,OrdiMutants #911,911.0,Gen 1,166.37735587214885,common
1795,68d6def075df9e86fa47460253a8722d44b558954dfd3da4d8d186e746711a1bi1,OrdiMutants #3829,3829.0,Gen 1,166.31680454131754,common
1796,60bca8de1fddf83d39ac07024cf0733da7c96053383d729fcb3cf009457c0acbi1,OrdiMutants #1271,1271.0,Gen 1,166.28430536473232,common
1797,5fa2c564aca88a0767836d670a161c324480038d75f2d57c9a3c826aa1b6dadai5,OrdiMutants #538,538.0,Gen 1,166.26475723792444,common
1798,8477d9a5c91f5a2f509c6c888d94f17976586e40bf2aeb4781ee299fe3015a87i1,OrdiMutants #2336,2336.0,Gen 1,166.23344098009562,common
1799,e76448aeabeef1c9a962ce99ef12937d82ce4221bd7071bd192d9a0b6ae430e6i8,OrdiMutants #1581,1581.0,Gen 1,166.20971187257982,common
